yq,firmID,actual
201001,CTSH,0.245
201001,CTXS,0.4
201001,CYH,0.75
201001,D,0.96
201001,DCI,0.22
201001,DE,0.57
201001,DGX,0.95
201001,DIS,0.48
201001,DISH,0.52
201001,DKS,0.56
201001,DLTR,0.5067
201001,DO,2.09
201001,DOV,0.65
201001,DOX,0.56
201001,DRI,0.95
201001,DRQ,0.74
201001,DUK,1.08
201001,DVN,1.85
201001,ED,0.93
201001,EFX,0.56
201001,EGN,1.62
201001,EL,0.17
201001,EMN,0.685
201001,EMR,0.54
201001,ENDP,0.74
201001,EOG,0.23
201001,EQIX,0.3308
201001,EQT,0.65
201001,ESRX,0.55
201001,ETN,0.475
201001,EW,0.2
201001,EWBC,0.13
201001,EXPD,0.28
201001,EXPE,0.52
201001,FCX,1.025
201001,FDX,0.76
201001,FFIV,0.56
201001,FII,0.38
201001,FINL,0.61
201001,FISV,0.475
201001,FITB,-0.09
201001,FLEX,0.16
201001,FLIR,0.35
201001,FOSL,0.53
201001,GD,1.54
201001,GE,0.21
201001,GIS,0.485
201001,GLW,0.52
201001,GME,1.29
201001,GOOG,3.38
201001,GPN,0.29
201001,GPS,0.51
201001,GRMN,0.38
201001,GSG,5.59
201001,GWW,1.38
201001,HAL,0.28
201001,HAS,0.26
201001,HBAN,0.01
201001,HBHC,0.37
201001,HD,0.24
201001,HIBB,0.4
201001,HOLX,0.29
201001,HP,0.61
201001,HR,0.23
201001,HRS,1.3
201001,HSIC,0.375
201001,HSY,0.64
201001,HTLD,0.13
201001,HUBG,0.23
201001,HUM,1.52
201001,HXL,0.16
201001,IART,0.315
201001,IBM,1.97
201001,ICLR,0.37
201001,IIN,1.68
201001,ILMN,0.21
201001,INTC,0.43
201001,INTU,0.38
201001,IP,0.04
201001,IPG,-0.15
201001,IR,0.16
201001,ISRG,0.7067
201001,ITW,0.63
201001,JBHT,0.29
201001,JCP,0.84
201001,JEC,0.62
201001,JNJ,1.29
201001,JNPR,0.27
201001,K,1.09
201001,KBH,-0.71
201001,KEX,0.46
201001,KLAC,0.41
201001,KMB,1.14
201001,KMT,0.39
201001,KMX,0.33
201001,KO,0.4
201001,KR,0.195
201001,KSS,1.4
201001,KSU,0.44
201001,LAMR,-0.27
201001,LLL,1.87
201001,LLY,1.18
201001,LM,0.39
201001,LNC,0.83
201001,LOW,0.14
201001,LPNT,0.8
201001,LRCX,0.94
201001,LSTR,0.34
201001,MAS,0.01
201001,MAT,0.07
201001,MCD,1.03
201001,MCHP,0.4
201001,MCK,1.26
201001,MDT,0.77
201001,MLM,-0.54
201001,MMC,0.51
201001,MMM,1.4
201001,MRK,0.83
201001,MRVL,0.4
201001,MSCC,0.26
201001,MSFT,0.45
201001,MSM,0.48
201001,MTD,1.13
201001,MUR,0.77
201001,MYGN,0.33
201001,NBL,0.39
201001,NDAQ,0.43
201001,NEM,0.83
201001,NFLX,0.0843
201001,NFX,1.19
201001,NLY,0.62
201001,NOC,1.51
201001,NSC,0.75
201001,NTAP,0.4
201001,NTRS,0.64
201001,NUE,0.1
201001,NVDA,0.23
201001,NWL,0.25
201001,ODFL,0.0933
201001,OIS,0.78
201001,ORCL,0.38
201001,ORLY,0.7
201001,OXY,1.32
201001,PAYX,0.34
201001,PBCT,0.08
201001,PCAR,0.19
201001,PCG,0.79
201001,PDCO,0.47
201001,PDP,0.48
201001,PEG,0.84
201001,PENN,0.34
201001,PEP,0.76
201001,PFE,0.6
201001,PG,0.83
201001,PH,0.94
201001,PHM,-0.03
201001,PIR,0.32
201001,PKG,0.12
201001,PLCE,1.03
201001,PPG,0.35
201001,PPL,0.94
201001,PRU,1.46
201001,PTEN,0.03
201001,PVH,0.61
201001,QCOM,0.59
201001,RBA,0.12
201001,RBC,0.98
201001,RCL,0.01
201001,RDC,0.81
201001,RIG,2.22
201001,ROK,0.77
201001,ROST,0.29
201001,RRGB,0.13
201001,RTN,1.18
201001,SBAC,-0.32
201001,SBNY,0.54
201001,SBUX,0.145
201001,SEE,0.36
201001,SHW,0.4
201001,SIVB,0.44
201001,SJM,1.22
201001,SLAB,0.62
201001,SLB,0.62
201001,SLGN,0.2
201001,SO,0.6
201001,SONC,-0.01
201001,SRCL,0.57
201001,STI,-0.46
201001,STLD,0.29
201001,SVU,4.34
201001,SWK,0.7
201001,SWN,0.49
201001,SYMC,0.4
201001,SYNA,0.46
201001,SYY,0.42
201001,TCBI,0.21
201001,TER,0.33
201001,TIF,1.09
201001,TMK,0.6756
201001,TMO,0.84
201001,TPX,0.44
201001,TSCO,0.0625
201001,TXRH,0.27
201001,TXT,0.05
201001,ULTI,0.09
201001,UNM,0.67
201001,UNP,0.505
201001,UPS,0.71
201001,URBN,0.45
201001,USG,-0.98
201001,UTHR,0.32
201001,UTX,0.93
201001,VFC,0.36
201001,VLO,-0.18
201001,VMC,-0.35
201001,VRSN,0.37
201001,WAT,0.81
201001,WDC,1.71
201001,WDR,0.42
201001,WERN,0.15
201001,WMT,1.17
201001,WTFC,0.41
201001,WY,-0.0286
201001,WYNN,0.26
201001,X,-0.73
201001,XEC,2.0
201001,XL,0.44
201001,XLNX,0.47
201001,XRAY,0.44
201001,YUM,0.59
201001,ZION,-0.57
201002,AAPL,0.5014
201002,ABT,1.01
201002,ACAD,0.29
201002,ADBE,0.44
201002,ADI,0.55
201002,ADTN,0.44
201002,AEL,0.19
201002,AEP,0.74
201002,AET,1.05
201002,AFL,1.35
201002,AHC,1.15
201002,AKAM,0.34
201002,AMAT,0.22
201002,AMD,0.11
201002,AMGN,1.38
201002,AMTD,0.3
201002,AMZN,0.45
201002,ANF,-0.13
201002,ANSS,0.5
201002,APA,2.44
201002,APC,0.49
201002,APD,1.28
201002,ARW,1.01
201002,AVP,0.48
201002,AVT,0.92
201002,AXP,0.84
201002,AXS,1.33
201002,AZO,4.12
201002,BA,1.06
201002,BAX,0.93
201002,BBBY,0.52
201002,BCR,1.39
201002,BDX,1.29
201002,BECN,0.35
201002,BK,0.55
201002,BLL,0.345
201002,BMS,0.58
201002,BMY,0.54
201002,BSX,0.06
201002,BWLD,0.5
201002,CAT,1.09
201002,CCK,0.67
201002,CCL,0.32
201002,CELG,0.345
201002,CERN,0.1725
201002,CHKP,0.58
201002,CHL,1.09
201002,CHRW,0.59
201002,CIEN,-0.13
201002,CL,0.585
201002,CLX,1.2
201002,CME,0.886
201002,CNI,0.565
201002,CNS,0.68
201002,COF,1.33
201002,CP,0.89
201002,CPB,0.54
201002,CRZO,0.34
201002,CSCO,0.42
201002,CSX,0.3567
201002,CTAS,0.35
201002,CTL,0.88
201002,CTSH,0.28
201002,CTXS,0.41
201002,CYH,0.74
201002,D,0.72
201002,DCI,0.325
201002,DE,1.58
201002,DGX,1.07
201002,DIS,0.67
201002,DISH,0.57
201002,DKS,0.22
201002,DLTR,0.3067
201002,DO,1.61
201002,DOV,0.91
201002,DOX,0.58
201002,DRI,0.81
201002,DRQ,0.7
201002,DUK,1.02
201002,DVN,1.53
201002,ED,0.51
201002,EFX,0.58
201002,EGN,0.91
201002,EL,0.145
201002,EMN,1.025
201002,EMR,0.78
201002,ENDP,0.81
201002,EOG,0.09
201002,EQIX,-0.0473
201002,EQT,0.2
201002,ESRX,0.6
201002,ETN,0.68
201002,EW,0.23
201002,EWBC,0.21
201002,EXPD,0.42
201002,EXPE,0.88
201002,FCX,0.745
201002,FDX,1.33
201002,FFIV,0.66
201002,FII,0.46
201002,FINL,0.25
201002,FISV,0.5
201002,FITB,0.16
201002,FLEX,0.19
201002,FLIR,0.37
201002,FOSL,0.8
201002,GD,1.68
201002,GE,0.3
201002,GIS,0.41
201002,GLW,0.58
201002,GME,0.48
201002,GOOG,3.225
201002,GPN,0.29
201002,GPS,0.45
201002,GRMN,0.85
201002,GSG,0.78
201002,GWW,1.65
201002,HAL,0.52
201002,HAS,0.29
201002,HBAN,0.03
201002,HBHC,0.17
201002,HD,0.45
201002,HIBB,0.59
201002,HOLX,0.3
201002,HP,0.6
201002,HR,0.42
201002,HRS,1.24
201002,HSIC,0.45
201002,HSY,0.51
201002,HTLD,0.18
201002,HUBG,0.26
201002,HUM,2.55
201002,HXL,0.23
201002,IART,0.34
201002,IBM,2.61
201002,ICLR,0.38
201002,IIN,2.28
201002,ILMN,0.26
201002,INTC,0.51
201002,INTU,1.89
201002,IP,0.42
201002,IPG,0.15
201002,IR,0.76
201002,ISRG,0.73
201002,ITW,0.83
201002,JBHT,0.4
201002,JCP,0.25
201002,JEC,0.63
201002,JNJ,1.21
201002,JNPR,0.3
201002,K,0.79
201002,KBH,-0.4
201002,KEX,0.54
201002,KLAC,0.7
201002,KMB,1.2
201002,KMT,0.61
201002,KMX,0.44
201002,KO,0.53
201002,KR,0.29
201002,KSS,0.64
201002,KSU,0.55
201002,LAMR,-0.1
201002,LLL,1.95
201002,LLY,1.24
201002,LM,0.3
201002,LNC,0.86
201002,LOW,0.34
201002,LPNT,0.69
201002,LRCX,1.17
201002,LSTR,0.49
201002,MAS,0.16
201002,MAT,0.14
201002,MCD,1.13
201002,MCHP,0.55
201002,MCK,1.1
201002,MDT,0.9
201002,MLM,1.18
201002,MMC,0.46
201002,MMM,1.54
201002,MRK,0.86
201002,MRVL,0.38
201002,MSCC,0.3
201002,MSFT,0.51
201002,MSM,0.69
201002,MTD,1.55
201002,MUR,1.41
201002,MYGN,0.39
201002,NBL,0.535
201002,NDAQ,0.52
201002,NEM,0.77
201002,NFLX,0.1143
201002,NFX,1.06
201002,NLY,0.59
201002,NOC,2.34
201002,NSC,1.04
201002,NTAP,0.502
201002,NTRS,0.78
201002,NUE,0.29
201002,NVDA,0.23
201002,NWL,0.51
201002,ODFL,0.2578
201002,OIS,0.71
201002,ORCL,0.6
201002,ORLY,0.81
201002,OXY,1.31
201002,PAYX,0.32
201002,PBCT,0.09
201002,PCAR,0.27
201002,PCG,0.91
201002,PDCO,0.52
201002,PDP,0.43
201002,PEG,0.65
201002,PENN,0.29
201002,PEP,1.1
201002,PFE,0.62
201002,PG,0.71
201002,PH,1.35
201002,PHM,0.2
201002,PIR,0.06
201002,PKG,0.38
201002,PLCE,1.0
201002,PPG,0.82
201002,PPL,0.62
201002,PRU,0.91
201002,PTEN,0.11
201002,PVH,0.83
201002,QCOM,0.57
201002,RBA,0.24
201002,RBC,1.07
201002,RCL,0.28
201002,RDC,0.79
201002,RIG,1.67
201002,ROK,0.83
201002,ROST,0.29
201002,RRGB,0.28
201002,RTN,0.56
201002,SBAC,-0.72
201002,SBNY,0.54
201002,SBUX,0.145
201002,SEE,0.35
201002,SHW,1.72
201002,SIVB,0.5
201002,SJM,0.99
201002,SLAB,0.72
201002,SLB,0.68
201002,SLGN,0.24
201002,SO,0.62
201002,SONC,0.18
201002,SRCL,0.62
201002,STI,-0.11
201002,STLD,0.22
201002,SVU,3.01
201002,SWK,1.03
201002,SWN,0.35
201002,SYMC,0.35
201002,SYNA,0.7
201002,SYY,0.57
201002,TCBI,0.22
201002,TER,0.69
201002,TIF,0.48
201002,TMK,0.7022
201002,TMO,0.84
201002,TPX,0.46
201002,TSCO,0.5125
201002,TXRH,0.21
201002,TXT,0.29
201002,ULTI,0.09
201002,UNM,0.69
201002,UNP,0.7
201002,UPS,0.84
201002,URBN,0.31
201002,USG,-0.68
201002,UTHR,0.62
201002,UTX,1.2
201002,VFC,0.25
201002,VLO,0.93
201002,VMC,-0.18
201002,VRSN,0.24
201002,WAT,0.93
201002,WDC,1.23
201002,WDR,0.4
201002,WERN,0.29
201002,WMT,0.88
201002,WTFC,0.25
201002,WY,0.2
201002,WYNN,0.52
201002,X,0.45
201002,XEC,1.56
201002,XL,0.71
201002,XLNX,0.58
201002,XRAY,0.5
201002,YUM,0.58
201002,ZION,-0.84
201003,AAPL,0.6629
201003,ABT,1.05
201003,ACAD,0.36
201003,ADBE,0.54
201003,ADI,0.65
201003,ADTN,0.5
201003,AEL,0.29
201003,AEP,1.15
201003,AET,1.0
201003,AFL,1.45
201003,AHC,1.31
201003,AKAM,0.34
201003,AMAT,0.29
201003,AMD,0.15
201003,AMGN,1.36
201003,AMTD,0.2
201003,AMZN,0.51
201003,ANF,0.24
201003,ANSS,0.51
201003,APA,2.19
201003,APC,0.21
201003,APD,1.35
201003,ARW,1.08
201003,AVP,0.41
201003,AVT,0.93
201003,AXP,0.9
201003,AXS,1.22
201003,AZO,5.66
201003,BA,1.12
201003,BAX,1.01
201003,BBBY,0.7
201003,BCR,1.43
201003,BDX,1.24
201003,BECN,0.37
201003,BK,0.55
201003,BLL,0.35
201003,BMS,0.57
201003,BMY,0.59
201003,BSX,0.12
201003,BWLD,0.47
201003,CAT,1.22
201003,CCK,0.85
201003,CCL,1.62
201003,CELG,0.375
201003,CERN,0.19
201003,CHKP,0.63
201003,CHL,1.01
201003,CHRW,0.62
201003,CIEN,-0.09
201003,CL,0.605
201003,CLX,0.98
201003,CME,0.732
201003,CNI,0.595
201003,CNS,0.48
201003,COF,1.76
201003,CP,1.16
201003,CPB,0.33
201003,CRZO,0.22
201003,CSCO,0.43
201003,CSX,0.36
201003,CTAS,0.4
201003,CTL,0.83
201003,CTSH,0.33
201003,CTXS,0.62
201003,CYH,0.76
201003,D,1.03
201003,DCI,0.325
201003,DE,1.44
201003,DGX,1.05
201003,DIS,0.45
201003,DISH,0.55
201003,DKS,0.43
201003,DLTR,0.305
201003,DO,1.27
201003,DOV,0.98
201003,DOX,0.62
201003,DRI,0.8
201003,DRQ,0.69
201003,DUK,1.53
201003,DVN,1.31
201003,ED,1.32
201003,EFX,0.6
201003,EGN,0.73
201003,EL,0.485
201003,EMN,1.165
201003,EMR,0.81
201003,ENDP,0.86
201003,EOG,0.09
201003,EQIX,0.2268
201003,EQT,0.24
201003,ESRX,0.65
201003,ETN,0.8
201003,EW,0.215
201003,EWBC,0.27
201003,EXPD,0.44
201003,EXPE,1.32
201003,FCX,1.245
201003,FDX,1.2
201003,FFIV,0.79
201003,FII,0.42
201003,FINL,0.31
201003,FISV,0.52
201003,FITB,0.22
201003,FLEX,0.23
201003,FLIR,0.39
201003,FOSL,1.0
201003,GD,1.7
201003,GE,0.29
201003,GIS,0.64
201003,GLW,0.51
201003,GME,0.26
201003,GOOG,3.82
201003,GPN,0.335
201003,GPS,0.36
201003,GRMN,0.7
201003,GSG,2.98
201003,GWW,1.99
201003,HAL,0.58
201003,HAS,1.09
201003,HBAN,0.1
201003,HBHC,0.4
201003,HD,0.72
201003,HIBB,0.14
201003,HOLX,0.3
201003,HP,0.77
201003,HR,1.83
201003,HRS,1.28
201003,HSIC,0.47
201003,HSY,0.79
201003,HTLD,0.2
201003,HUBG,0.34
201003,HUM,2.32
201003,HXL,0.16
201003,IART,0.365
201003,IBM,2.82
201003,ICLR,0.33
201003,IIN,2.16
201003,ILMN,0.3
201003,INTC,0.52
201003,INTU,-0.05
201003,IP,0.91
201003,IPG,0.08
201003,IR,0.8
201003,ISRG,0.7133
201003,ITW,0.83
201003,JBHT,0.43
201003,JCP,0.06
201003,JEC,0.61
201003,JNJ,1.23
201003,JNPR,0.32
201003,K,0.9
201003,KBH,-0.02
201003,KEX,0.57
201003,KLAC,0.99
201003,KMB,1.14
201003,KMT,0.47
201003,KMX,0.48
201003,KO,0.46
201003,KR,0.205
201003,KSS,0.84
201003,KSU,0.45
201003,LAMR,0.01
201003,LLL,2.07
201003,LLY,1.21
201003,LM,0.5
201003,LNC,0.63
201003,LOW,0.58
201003,LPNT,0.67
201003,LRCX,1.52
201003,LSTR,0.49
201003,MAS,0.11
201003,MAT,0.77
201003,MCD,1.29
201003,MCHP,0.63
201003,MCK,1.22
201003,MDT,0.8
201003,MLM,1.13
201003,MMC,0.27
201003,MMM,1.53
201003,MRK,0.85
201003,MRVL,0.4
201003,MSCC,0.35
201003,MSFT,0.62
201003,MSM,0.7
201003,MTD,1.71
201003,MUR,1.05
201003,MYGN,0.24
201003,NBL,0.635
201003,NDAQ,0.5
201003,NEM,1.08
201003,NFLX,0.1
201003,NFX,1.1
201003,NLY,0.6
201003,NOC,1.64
201003,NSC,1.19
201003,NTAP,0.49
201003,NTRS,0.64
201003,NUE,0.07
201003,NVDA,0.03
201003,NWL,0.42
201003,ODFL,0.2933
201003,OIS,0.88
201003,ORCL,0.42
201003,ORLY,0.86
201003,OXY,1.47
201003,PAYX,0.36
201003,PBCT,0.08
201003,PCAR,0.33
201003,PCG,1.02
201003,PDCO,0.45
201003,PDP,0.35
201003,PEG,1.06
201003,PENN,0.37
201003,PEP,1.22
201003,PFE,0.54
201003,PG,1.02
201003,PH,1.51
201003,PHM,-2.63
201003,PIR,0.12
201003,PKG,0.6
201003,PLCE,-0.3
201003,PPG,0.795
201003,PPL,0.74
201003,PRU,2.12
201003,PTEN,0.21
201003,PVH,0.72
201003,QCOM,0.68
201003,RBA,0.13
201003,RBC,1.14
201003,RCL,1.64
201003,RDC,0.57
201003,RIG,1.36
201003,ROK,0.91
201003,ROST,0.2675
201003,RRGB,0.11
201003,RTN,1.71
201003,SBAC,-0.3
201003,SBNY,0.66
201003,SBUX,0.185
201003,SEE,0.43
201003,SHW,1.6
201003,SIVB,0.89
201003,SJM,1.04
201003,SLAB,0.53
201003,SLB,0.7
201003,SLGN,0.445
201003,SO,0.98
201003,SONC,0.23
201003,SRCL,0.65
201003,STI,0.17
201003,STLD,0.09
201003,SVU,1.96
201003,SWK,0.97
201003,SWN,0.46
201003,SYMC,0.34
201003,SYNA,0.67
201003,SYY,0.51
201003,TCBI,0.25
201003,TER,0.82
201003,TIF,0.55
201003,TMK,0.7244
201003,TMO,0.9
201003,TPX,0.62
201003,TSCO,0.215
201003,TXRH,0.19
201003,TXT,0.13
201003,ULTI,0.13
201003,UNM,0.68
201003,UNP,0.78
201003,UPS,0.93
201003,URBN,0.42
201003,USG,-0.65
201003,UTHR,0.66
201003,UTX,1.3
201003,VFC,0.555
201003,VLO,0.51
201003,VMC,0.08
201003,VRSN,0.27
201003,WAT,0.98
201003,WDC,0.84
201003,WDR,0.47
201003,WERN,0.33
201003,WMT,0.97
201003,WTFC,0.47
201003,WY,0.25
201003,WYNN,0.39
201003,X,-1.2
201003,XEC,1.46
201003,XL,0.52
201003,XLNX,0.65
201003,XRAY,0.45
201003,YUM,0.73
201003,ZION,-0.47
201004,AAPL,0.9186
201004,ABT,1.3
201004,ACAD,0.32
201004,ADBE,0.56
201004,ADI,0.73
201004,ADTN,0.56
201004,AEL,0.44
201004,AEP,0.38
201004,AET,0.63
201004,AFL,1.33
201004,AHC,1.2
201004,AKAM,0.4
201004,AMAT,0.36
201004,AMD,0.14
201004,AMGN,1.17
201004,AMTD,0.25
201004,AMZN,0.91
201004,ANF,0.56
201004,ANSS,0.65
201004,APA,2.19
201004,APC,0.29
201004,APD,1.35
201004,ARW,1.29
201004,AVP,0.59
201004,AVT,1.07
201004,AXP,0.94
201004,AXS,1.41
201004,AZO,3.77
201004,BA,1.11
201004,BAX,1.11
201004,BBBY,0.74
201004,BCR,1.54
201004,BDX,1.28
201004,BECN,0.22
201004,BK,0.59
201004,BLL,0.2325
201004,BMS,0.49
201004,BMY,0.47
201004,BSX,0.12
201004,BWLD,0.55
201004,CAT,1.47
201004,CCK,0.42
201004,CCL,0.31
201004,CELG,0.365
201004,CERN,0.2175
201004,CHKP,0.73
201004,CHL,1.12
201004,CHRW,0.62
201004,CIEN,-0.18
201004,CL,0.62
201004,CLX,0.68
201004,CME,0.754
201004,CNI,0.54
201004,CNS,0.23
201004,COF,1.52
201004,CP,1.11
201004,CPB,0.82
201004,CRZO,0.21
201004,CSCO,0.42
201004,CSX,0.38
201004,CTAS,0.38
201004,CTL,0.76
201004,CTSH,0.33
201004,CTXS,0.65
201004,CYH,0.76
201004,D,0.63
201004,DCI,0.34
201004,DE,1.07
201004,DGX,0.98
201004,DIS,0.68
201004,DISH,0.56
201004,DKS,0.22
201004,DLTR,0.365
201004,DO,1.73
201004,DOV,0.94
201004,DOX,0.52
201004,DRI,0.54
201004,DRQ,0.67
201004,DUK,0.63
201004,DVN,1.84
201004,ED,0.69
201004,EFX,0.62
201004,EGN,1.11
201004,EL,0.885
201004,EMN,0.76
201004,EMR,0.63
201004,ENDP,1.06
201004,EOG,0.18
201004,EQIX,0.2741
201004,EQT,0.48
201004,ESRX,0.71
201004,ETN,0.845
201004,EW,0.275
201004,EWBC,0.35
201004,EXPD,0.45
201004,EXPE,0.64
201004,FCX,1.63
201004,FDX,1.16
201004,FFIV,0.88
201004,FII,0.45
201004,FINL,0.08
201004,FISV,0.53
201004,FITB,0.33
201004,FLEX,0.25
201004,FLIR,0.43
201004,FOSL,1.46
201004,GD,1.91
201004,GE,0.36
201004,GIS,0.76
201004,GLW,0.46
201004,GME,0.38
201004,GOOG,4.375
201004,GPN,0.35
201004,GPS,0.48
201004,GRMN,0.83
201004,GSG,3.79
201004,GWW,1.79
201004,HAL,0.68
201004,HAS,0.99
201004,HBAN,0.12
201004,HBHC,0.46
201004,HD,0.51
201004,HIBB,0.44
201004,HOLX,0.3
201004,HP,0.94
201004,HR,0.68
201004,HRS,1.2
201004,HSIC,0.5
201004,HSY,0.61
201004,HTLD,0.17
201004,HUBG,0.34
201004,HUM,1.65
201004,HXL,0.2
201004,IART,0.4
201004,IBM,4.18
201004,ICLR,0.36
201004,IIN,2.72
201004,ILMN,0.29
201004,INTC,0.59
201004,INTU,-0.12
201004,IP,0.68
201004,IPG,0.36
201004,IR,0.62
201004,ISRG,1.0067
201004,ITW,0.79
201004,JBHT,0.46
201004,JCP,0.19
201004,JEC,0.56
201004,JNJ,1.03
201004,JNPR,0.39
201004,K,0.51
201004,KBH,0.23
201004,KEX,0.59
201004,KLAC,1.1
201004,KMB,1.2
201004,KMT,0.57
201004,KMX,0.36
201004,KO,0.36
201004,KR,0.16
201004,KSS,0.63
201004,KSU,0.62
201004,LAMR,-0.08
201004,LLL,2.37
201004,LLY,1.11
201004,LM,0.41
201004,LNC,0.92
201004,LOW,0.31
201004,LPNT,0.7
201004,LRCX,1.74
201004,LSTR,0.5
201004,MAS,-0.08
201004,MAT,0.89
201004,MCD,1.16
201004,MCHP,0.58
201004,MCK,1.12
201004,MDT,0.82
201004,MLM,0.32
201004,MMC,0.41
201004,MMM,1.28
201004,MRK,0.88
201004,MRVL,0.45
201004,MSCC,0.37
201004,MSFT,0.77
201004,MSM,0.75
201004,MTD,2.56
201004,MUR,0.9
201004,MYGN,0.26
201004,NBL,0.52
201004,NDAQ,0.55
201004,NEM,1.16
201004,NFLX,0.1243
201004,NFX,1.16
201004,NLY,0.52
201004,NOC,1.27
201004,NSC,1.0
201004,NTAP,0.52
201004,NTRS,0.59
201004,NUE,-0.02
201004,NVDA,0.15
201004,NWL,0.34
201004,ODFL,0.26
201004,OIS,0.94
201004,ORCL,0.51
201004,ORLY,0.69
201004,OXY,1.58
201004,PAYX,0.37
201004,PBCT,0.1
201004,PCAR,0.46
201004,PCG,0.7
201004,PDCO,0.45
201004,PDP,0.51
201004,PEG,0.6
201004,PENN,0.3
201004,PEP,1.05
201004,PFE,0.47
201004,PG,1.13
201004,PH,1.39
201004,PHM,-0.01
201004,PIR,0.18
201004,PKG,0.52
201004,PLCE,1.14
201004,PPG,0.625
201004,PPL,0.83
201004,PRU,1.76
201004,PTEN,0.37
201004,PVH,1.55
201004,QCOM,0.82
201004,RBA,0.13
201004,RBC,0.65
201004,RCL,0.2
201004,RDC,0.42
201004,RIG,0.68
201004,ROK,1.04
201004,ROST,0.255
201004,RRGB,0.12
201004,RTN,1.37
201004,SBAC,-0.29
201004,SBNY,0.72
201004,SBUX,0.225
201004,SEE,0.46
201004,SHW,0.71
201004,SIVB,0.41
201004,SJM,1.38
201004,SLAB,0.46
201004,SLB,0.85
201004,SLGN,0.21
201004,SO,0.18
201004,SONC,0.1
201004,SRCL,0.69
201004,STI,0.23
201004,STLD,0.07
201004,SVU,1.68
201004,SWK,1.05
201004,SWN,0.43
201004,SYMC,0.35
201004,SYNA,0.72
201004,SYY,0.44
201004,TCBI,0.32
201004,TER,0.37
201004,TIF,0.46
201004,TMK,0.7467
201004,TMO,1.0
201004,TPX,0.66
201004,TSCO,0.335
201004,TXRH,0.14
201004,TXT,0.33
201004,ULTI,0.17
201004,UNM,0.66
201004,UNP,0.78
201004,UPS,1.08
201004,URBN,0.43
201004,USG,-0.63
201004,UTHR,0.15
201004,UTX,1.31
201004,VFC,0.445
201004,VLO,0.32
201004,VMC,-0.36
201004,VRSN,0.31
201004,WAT,1.38
201004,WDC,0.96
201004,WDR,0.54
201004,WERN,0.33
201004,WMT,0.9
201004,WTFC,0.27
201004,WY,0.1
201004,WYNN,0.91
201004,X,-1.22
201004,XEC,1.58
201004,XL,0.74
201004,XLNX,0.58
201004,XRAY,0.51
201004,YUM,0.63
201004,ZION,-0.62
201101,AAPL,0.9143
201101,ABT,0.91
201101,ACAD,0.35
201101,ADBE,0.58
201101,ADI,0.66
201101,ADTN,0.52
201101,AEL,0.29
201101,AEP,0.82
201101,AET,1.43
201101,AFL,1.65
201101,AHC,1.82
201101,AKAM,0.38
201101,AMAT,0.36
201101,AMD,0.08
201101,AMGN,1.34
201101,AMTD,0.3
201101,AMZN,0.44
201101,ANF,1.38
201101,ANSS,0.57
201101,APA,2.9
201101,APC,0.72
201101,APD,1.41
201101,ARW,1.24
201101,AVP,0.37
201101,AVT,1.1
201101,AXP,0.97
201101,AXS,-3.65
201101,AZO,3.34
201101,BA,0.78
201101,BAX,0.98
201101,BBBY,1.12
201101,BCR,1.51
201101,BDX,1.38
201101,BECN,-0.13
201101,BK,0.51
201101,BLL,0.29
201101,BMS,0.47
201101,BMY,0.58
201101,BSX,0.14
201101,BWLD,0.81
201101,CAT,1.84
201101,CCK,0.48
201101,CCL,0.19
201101,CELG,0.415
201101,CERN,0.2
201101,CHKP,0.64
201101,CHL,1.28
201101,CHRW,0.61
201101,CIEN,-0.14
201101,CL,0.58
201101,CLX,1.02
201101,CME,0.872
201101,CNI,0.45
201101,CNS,1.46
201101,COF,2.21
201101,CP,0.21
201101,CPB,0.71
201101,CRZO,0.27
201101,CSCO,0.37
201101,CSX,0.3533
201101,CTAS,0.41
201101,CTL,0.76
201101,CTSH,0.335
201101,CTXS,0.5
201101,CYH,0.8
201101,D,0.93
201101,DCI,0.28
201101,DE,1.2
201101,DGX,1.0
201101,DIS,0.49
201101,DISH,0.75
201101,DKS,0.76
201101,DLTR,0.645
201101,DO,1.79
201101,DOV,0.92
201101,DOX,0.58
201101,DRI,1.08
201101,DRQ,0.58
201101,DUK,1.17
201101,DVN,1.34
201101,ED,0.98
201101,EFX,0.58
201101,EGN,1.3
201101,EL,0.355
201101,EMN,1.26
201101,EMR,0.73
201101,ENDP,1.0
201101,EOG,0.34
201101,EQIX,0.5009
201101,EQT,0.65
201101,ESRX,0.66
201101,ETN,0.84
201101,EW,0.255
201101,EWBC,0.37
201101,EXPD,0.42
201101,EXPE,0.5
201101,FCX,1.58
201101,FDX,0.81
201101,FFIV,0.88
201101,FII,0.43
201101,FINL,0.65
201101,FISV,0.51
201101,FITB,0.27
201101,FLEX,0.21
201101,FLIR,0.32
201101,FOSL,0.86
201101,GD,1.64
201101,GE,0.33
201101,GIS,0.56
201101,GLW,0.47
201101,GME,1.56
201101,GOOG,4.04
201101,GPN,0.315
201101,GPS,0.6
201101,GRMN,0.43
201101,GSG,1.56
201101,GWW,2.18
201101,HAL,0.61
201101,HAS,0.1
201101,HBAN,0.14
201101,HBHC,0.41
201101,HD,0.36
201101,HIBB,0.44
201101,HOLX,0.29
201101,HP,0.93
201101,HR,0.16
201101,HRS,1.16
201101,HSIC,0.41
201101,HSY,0.72
201101,HTLD,0.16
201101,HUBG,0.31
201101,HUM,1.86
201101,HXL,0.22
201101,IART,0.33
201101,IBM,2.41
